Sabah,1990,x,x,x,x,x,x,x,x,x,x,x,91.7,x,x
Saint Kitts and Nevis,1980,x,x,x,x,x,x,0.5,0.1,31.3,32.1,x,x,x,x
Saint Kitts and Nevis,1984,x,x,x,x,37,40.6,x,x,x,x,x,x,x,x
Saint Kitts and Nevis,1985,x,x,x,x,x,x,x,x,x,x,x,102.8,217,x
Saint Kitts and Nevis,1986,x,x,x,x,x,x,x,x,x,x,x,98.6,235,x
Saint Kitts and Nevis,1987,x,x,x,x,x,x,x,x,x,x,x,98.7,180,x
Saint Kitts and Nevis,1988,x,x,x,x,x,x,x,x,x,x,x,95.2,183,x
Saint Kitts and Nevis,1989,x,x,x,x,x,x,x,x,x,x,x,x,201,x
Saint Kitts and Nevis,1990,x,x,x,x,x,x,x,x,x,x,x,93.9,165,x
Saint Kitts and Nevis,1991,x,x,x,x,x,x,x,x,x,x,x,104.5,163,x
Saint Kitts and Nevis,1992,x,x,x,x,x,x,x,x,x,x,x,100.9,166,x
Saint Kitts and Nevis,1993,x,x,x,x,x,x,x,x,x,x,x,99.6,144,x
Saint Kitts and Nevis,1994,x,x,x,x,x,x,x,x,x,x,x,x,166,x
Saint Kitts and Nevis,1995,x,x,x,x,x,x,x,x,x,x,x,99,133,x
Saint Kitts and Nevis,1996,x,x,x,x,x,x,x,x,x,x,x,98.6,153,x
Saint Kitts and Nevis,1997,x,x,x,x,x,x,x,x,x,x,x,98.2,x,x
Saint Kitts and Nevis,1998,x,x,x,x,x,x,x,x,x,x,x,98.4,x,x
Saint Kitts and Nevis,1999,x,x,x,x,x,x,x,x,x,x,x,98.8,153,x
Saint Kitts and Nevis,2000,x,x,x,x,x,x,x,x,x,x,x,98.1,160,x
Saint Kitts and Nevis,2001,x,x,x,x,x,x,x,x,x,x,x,101.2,164,x
Saint Lucia,1970,x,x,x,x,x,x,1.2,0.2,28.7,32,x,x,x,x
Saint Lucia,1980,x,x,x,x,x,x,0.7,0.2,31.4,34.1,x,x,x,x
Saint Lucia,1981,x,x,x,x,50.7,52.2,x,x,x,x,x,x,x,x
Saint Lucia,1985,18,18,x,x,x,x,x,x,x,x,37,104,1083,x
Saint Lucia,1986,18,18,x,x,x,x,x,x,x,x,37.5,x,970,x
Saint Lucia,1987,x,x,x,x,x,x,x,x,x,x,36.7,x,x,x
Saint Lucia,1988,x,x,x,x,45.9,47.3,x,x,x,x,37.3,x,x,x
Saint Lucia,1989,x,x,x,x,x,x,x,x,x,x,37.7,x,x,x
Saint Lucia,1990,x,x,x,x,x,x,x,x,x,x,38.2,103.4,x,x
Saint Lucia,1991,x,x,x,x,x,x,0.7,0.5,33.7,35.1,39.3,106.2,x,x
Saint Lucia,1992,x,x,x,x,x,x,x,x,x,x,40.4,x,x,x
Saint Lucia,1993,x,x,x,x,x,x,x,x,x,x,39.7,x,x,x
Saint Lucia,1994,18,18,x,x,x,x,x,x,x,x,40.7,105.8,647,x
Saint Lucia,1995,18,18,x,x,x,x,x,x,x,x,39.3,103.5,662,x
Saint Lucia,1996,18,18,x,x,x,x,x,x,x,x,40.3,104.9,520,x
Saint Lucia,1997,18,18,x,x,x,x,x,x,x,x,40.6,104.7,559,x
Saint Lucia,1998,18,18,x,x,x,x,x,x,x,x,41.5,104.5,474,x
Saint Lucia,1999,18,18,x,x,x,x,x,x,x,x,40.3,104.2,474,x
Saint Lucia,2000,18,18,x,x,x,x,x,x,x,x,40.6,103.3,483,x
Saint Lucia,2001,18,18,x,x,x,x,6.8,1.3,22.8,27.7,41.4,104.8,564,x
Saint Lucia,2002,18,18,x,x,x,x,x,x,x,x,40.3,104.4,455,x
Saint Lucia,2003,x,x,x,x,x,x,x,x,x,x,40.5,104.4,x,x
Saint Lucia,2004,18,18,x,x,x,x,x,x,x,x,40.8,104.6,444,x
Saint Lucia,2005,18,18,x,x,x,x,x,x,x,x,41,103.5,380,x
Saint Lucia,2006,18,18,x,x,x,x,x,x,x,x,41.8,x,x,x
Saint Vincent and the Grenadines,1980,x,x,x,x,x,x,1.3,0.1,28.2,32.2,x,x,x,x
Saint Vincent and the Grenadines,1981,x,x,x,x,51.6,55.5,x,x,x,x,x,x,x,x
Saint Vincent and the Grenadines,1985,x,x,x,x,x,x,x,x,x,x,34.2,104.1,x,x
Saint Vincent and the Grenadines,1986,x,x,x,x,x,x,x,x,x,x,35.9,x,674,x
Saint Vincent and the Grenadines,1987,x,x,x,x,x,x,x,x,x,x,35,x,x,x
Saint Vincent and the Grenadines,1988,x,x,x,x,55.9,58.3,x,x,x,x,36.6,x,636,x
Saint Vincent and the Grenadines,1989,x,x,x,x,x,x,x,x,x,x,36.6,x,x,x
Saint Vincent and the Grenadines,1990,x,x,x,x,x,x,x,x,x,x,35.7,101.5,x,x
Saint Vincent and the Grenadines,1991,x,x,x,x,x,x,0.8,0.1,30.9,34.5,34.9,100.3,x,x
Saint Vincent and the Grenadines,1992,x,x,x,x,x,x,x,x,x,x,37.2,100.6,592,x
Saint Vincent and the Grenadines,1993,x,x,x,x,x,x,x,x,x,x,36.4,x,572,x
Saint Vincent and the Grenadines,1994,x,x,x,x,x,x,x,x,x,x,36.4,x,570,x
Saint Vincent and the Grenadines,1995,x,x,x,x,x,x,x,x,x,x,35.6,100.8,561,x
Saint Vincent and the Grenadines,1996,x,x,x,x,x,x,x,x,x,x,37,x,480,x
Saint Vincent and the Grenadines,1997,x,x,x,x,x,x,x,x,x,x,36.2,100.4,496,x
Saint Vincent and the Grenadines,1998,x,x,x,x,x,x,x,x,x,x,37.5,101.9,455,x
Saint Vincent and the Grenadines,1999,x,x,x,x,x,x,x,x,x,x,38,100.3,462,x
Saint Vincent and the Grenadines,2000,x,x,x,x,x,x,x,x,x,x,39.2,100.8,464,x
Saint Vincent and the Grenadines,2001,x,x,x,x,x,x,x,x,x,x,38.5,96.6,417,x
Saint Vincent and the Grenadines,2002,x,x,x,x,x,x,16.7,4.5,21.2,27.8,39.6,98.1,425,x
Saint Vincent and the Grenadines,2003,x,x,x,x,x,x,x,x,x,x,40.7,96.6,398,x
Saint Vincent and the Grenadines,2004,x,x,x,x,x,x,x,x,x,x,40,96.6,x,x
Saint Vincent and the Grenadines,2005,x,x,x,x,x,x,x,x,x,x,40.4,100.6,x,x
Saint Vincent and the Grenadines,2006,x,x,x,x,x,x,x,x,x,x,41.4,x,x,x
Samoa,1971,x,x,x,x,x,x,10.3,1.4,22,26.3,x,x,x,x
Samoa,1981,x,x,x,x,x,x,6.8,1.1,23.2,27.3,x,x,x,x
Samoa,1985,x,x,x,x,x,x,x,x,x,x,31,92.6,x,x
Samoa,1986,x,x,x,x,x,x,x,x,x,x,31,x,x,x
Samoa,1987,x,x,x,x,x,x,x,x,x,x,31.6,x,x,x
Samoa,1988,x,x,x,x,x,x,x,x,x,x,31.6,x,x,x
Samoa,1989,x,x,x,x,x,x,x,x,x,x,32.1,x,x,x
Samoa,1990,x,x,x,x,x,x,x,x,x,x,32.1,90.4,x,x
Samoa,1991,x,x,x,x,x,x,x,x,x,x,31.6,90.7,x,x
Samoa,1992,x,x,x,x,x,x,x,x,x,x,32.8,x,x,x
Samoa,1993,x,x,x,x,x,x,x,x,x,x,32.2,x,x,x
Samoa,1994,x,x,97.6,98.5,x,x,x,x,x,x,32.8,x,x,x
Samoa,1995,x,x,x,x,x,x,x,x,x,x,32.3,92,x,x
Samoa,1996,x,x,x,x,x,x,x,x,x,x,32.3,x,x,x
Samoa,1997,x,x,x,x,x,x,x,x,x,x,31.7,x,x,x
Samoa,1998,x,x,x,x,23.2,24.5,x,x,x,x,31.7,x,x,x
Samoa,1999,x,x,x,x,x,x,x,x,x,x,31.7,x,x,x
Samoa,2000,x,x,x,x,x,x,x,x,x,x,31.7,92.2,x,x
Samoa,2001,x,x,x,x,x,x,7.1,1.2,24.3,28.6,31.7,92,x,x
Samoa,2002,x,x,x,x,x,x,x,x,x,x,31.3,x,x,x
Samoa,2003,x,x,x,x,x,x,x,x,x,x,31.3,x,x,x
Samoa,2004,x,x,98.3,98.9,x,x,x,x,x,x,31.3,x,x,x
Samoa,2005,19,21,x,x,x,x,x,x,x,x,32.8,92.2,x,x
Samoa,2006,x,x,x,x,x,x,x,x,x,x,32.3,x,x,x
Samoa,2009,x,x,x,x,26.6,28.7,7.6,1,24,28.7,x,x,x,x
San Marino,1970,x,x,x,x,x,x,9.6,0.6,20.6,26.1,x,x,x,x
San Marino,1985,18,18,x,x,x,x,3.8,0,24.1,27.7,x,100.9,11,x
San Marino,1986,18,18,x,x,x,x,x,x,x,x,x,101.2,9,x
San Marino,1987,18,18,x,x,x,x,x,x,x,x,x,102,10,x
San Marino,1988,18,18,x,x,x,x,x,x,x,x,x,103.1,7,x
San Marino,1989,18,18,x,x,x,x,x,x,x,x,x,103.4,7,x
San Marino,1992,18,18,x,x,x,x,x,x,x,x,x,100.7,3,x
San Marino,1993,18,18,x,x,x,x,x,x,x,x,x,101,1,x
San Marino,1994,18,18,x,x,x,x,x,x,x,x,x,101,3,x
San Marino,1995,18,18,x,x,x,x,0.9,0,26.8,29.5,x,101.9,3,x
San Marino,1997,18,18,x,x,x,x,x,x,x,x,x,102.4,2,x
San Marino,1998,18,18,x,x,x,x,x,x,x,x,x,x,1,x
San Marino,1999,18,18,x,x,x,x,x,x,x,x,x,x,4,x
San Marino,2000,x,x,x,x,x,x,0.3,0.1,28.2,30.4,x,104.3,x,x
San Marino,2001,x,x,x,x,x,x,x,x,x,x,x,104,x,x
San Marino,2002,x,x,x,x,x,x,x,x,x,x,x,104.3,x,x
San Marino,2003,18,18,x,x,x,x,x,x,x,x,x,104.1,5,x
San Marino,2004,18,18,x,x,x,x,x,x,x,x,x,104,1,x
San Marino,2005,x,x,x,x,x,x,0.2,0,28.8,31.3,x,x,x,x
Sao Tome and Principe,1981,x,x,x,x,x,x,24.4,2.6,15.6,21.6,x,x,x,x
Sao Tome and Principe,1985,x,x,x,x,x,x,x,x,x,x,31.3,101.7,x,x
Sao Tome and Principe,1986,x,x,x,x,x,x,x,x,x,x,34.4,101.8,x,x
Sao Tome and Principe,1987,x,x,x,x,x,x,x,x,x,x,33.3,101.9,x,x
Sao Tome and Principe,1988,x,x,x,x,x,x,x,x,x,x,32.4,102.1,x,x
Sao Tome and Principe,1989,x,x,x,x,x,x,x,x,x,x,34.3,102.2,x,x
Sao Tome and Principe,1990,x,x,x,x,x,x,x,x,x,x,34.3,101.7,x,x
Sao Tome and Principe,1991,x,x,61.9,85.2,x,x,19.9,1.9,17.8,23.1,33.3,102.5,x,x
Sao Tome and Principe,1992,x,x,x,x,x,x,x,x,x,x,32.4,102.4,x,x
Sao Tome and Principe,1993,x,x,x,x,x,x,x,x,x,x,34.2,102.3,x,x
Sao Tome and Principe,1994,x,x,x,x,x,x,x,x,x,x,33.3,102.2,x,x
Sao Tome and Principe,1995,x,x,x,x,x,x,x,x,x,x,33.3,101.6,x,x
Sao Tome and Principe,1996,x,x,x,x,x,x,x,x,x,x,32.5,102.1,x,x
Sao Tome and Principe,1997,x,x,x,x,x,x,x,x,x,x,32.5,102,x,x
Sao Tome and Principe,1998,x,x,x,x,x,x,x,x,x,x,31.7,101.9,x,x
Sao Tome and Principe,1999,x,x,x,x,x,x,x,x,x,x,29.3,101.8,x,x
Sao Tome and Principe,2000,x,x,x,x,27.4,29.3,x,x,x,x,28.6,101.7,x,x
Sao Tome and Principe,2001,x,x,77.9,92.2,x,x,20,x,17.7,x,30.2,101.7,x,x
Sao Tome and Principe,2002,x,x,x,x,x,x,x,x,x,x,29.5,101.9,x,x
Sao Tome and Principe,2003,x,x,x,x,x,x,x,x,x,x,28.9,102.2,x,x
Sao Tome and Principe,2004,x,x,x,x,x,x,x,x,x,x,28.9,102.4,x,x
Sao Tome and Principe,2005,x,x,x,x,x,x,x,x,x,x,28.3,101.8,x,x
Sao Tome and Principe,2006,x,x,x,x,28.2,30.7,x,x,x,x,29.8,x,x,x
Sao Tome and Principe,2008,x,x,x,x,x,x,22.6,1.2,20.5,25,x,x,x,x
Sao Tome and Principe,2009,x,x,x,x,33.1,38.4,x,x,x,x,x,x,x,x
Saudi Arabia,1985,x,x,x,x,x,x,x,x,x,x,10.8,80.8,x,x
Saudi Arabia,1986,x,x,x,x,x,x,x,x,x,x,10.9,83.2,x,x
Saudi Arabia,1987,x,x,x,x,x,x,16.1,1,21.7,25.6,11.3,82.6,x,x
Saudi Arabia,1988,x,x,x,x,x,x,x,x,x,x,11.3,81.9,x,x
Saudi Arabia,1989,x,x,x,x,x,x,x,x,x,x,11.6,81.2,x,x
Saudi Arabia,1990,x,x,x,x,x,x,x,x,x,x,11.4,80.1,x,x
Saudi Arabia,1991,x,x,x,x,x,x,x,x,x,x,11.1,79.7,x,x
Saudi Arabia,1992,x,x,57.3,80,x,x,x,x,x,x,11,79,x,x
Saudi Arabia,1993,x,x,x,x,x,x,x,x,x,x,11,78.9,x,x
Saudi Arabia,1994,x,x,x,x,x,x,x,x,x,x,11.1,79.1,x,x
Saudi Arabia,1995,x,x,x,x,x,x,x,x,x,x,11.3,79.1,x,x
Saudi Arabia,1996,x,x,x,x,28.5,31.8,7.4,0.4,24,27.7,11.4,79.4,x,x
Saudi Arabia,1997,x,x,x,x,x,x,x,x,x,x,11.7,79.5,x,x
Saudi Arabia,1998,x,x,x,x,x,x,x,x,x,x,12,79.7,x,x
Saudi Arabia,1999,x,x,x,x,..,20.8,5.9,0.3,25.8,29.2,12.5,79.8,x,x
Saudi Arabia,2000,x,x,69.3,87.1,x,x,x,x,x,x,12.6,80.6,x,x
Saudi Arabia,2001,x,x,x,x,x,x,x,x,x,x,12.9,80.1,x,x
Saudi Arabia,2002,x,x,x,x,x,x,x,x,x,x,13.3,80.3,x,x
Saudi Arabia,2003,17,20,x,x,x,x,x,x,x,x,13.4,80.4,x,x
Saudi Arabia,2004,x,x,76.3,87.5,x,x,8,1.3,24.1,26.9,13.6,80.6,x,x
Saudi Arabia,2005,x,x,x,x,x,x,x,x,x,x,13.9,81,x,x
Saudi Arabia,2006,x,x,x,x,x,x,x,x,x,x,14.3,x,x,x
Senegal,1976,x,x,x,x,x,x,38.6,1.1,19.4,28.7,x,x,x,x
Senegal,1978,x,x,x,x,0.6,3.9,x,x,x,x,x,x,x,x
Senegal,1985,x,x,x,x,x,x,x,x,x,x,40.3,97.6,x,x
Senegal,1986,x,x,x,x,2.4,11.3,x,x,x,x,40.4,101.6,x,x
Senegal,1987,x,x,x,x,x,x,x,x,x,x,40.5,104,x,x
Senegal,1988,x,x,17.9,36.9,x,x,42.8,2.6,20.1,28.5,40.7,105.7,x,x
Senegal,1989,x,x,x,x,x,x,x,x,x,x,40.7,106.8,x,x
Senegal,1990,x,x,x,x,x,x,x,x,x,x,40.8,98.2,x,x
Senegal,1991,x,x,x,x,x,x,x,x,x,x,40.8,107.3,x,x
Senegal,1992,x,x,x,x,x,x,x,x,x,x,40.8,107.4,x,x
Senegal,1993,x,x,x,x,4.8,7.4,x,x,x,x,40.7,107.5,x,x
Senegal,1994,x,x,x,x,x,x,x,x,x,x,40.9,107.5,x,x
Senegal,1995,x,x,x,x,x,x,x,x,x,x,41,99.2,x,x
Senegal,1996,x,x,x,x,x,x,x,x,x,x,40.9,107.6,x,x
Senegal,1997,x,x,x,x,8.1,12.9,29,,21.5,,40.9,107.7,x,x
Senegal,1998,x,x,x,x,x,x,x,x,x,x,40.9,108.2,x,x
Senegal,1999,x,x,x,x,8.2,10.5,x,x,x,x,40.8,108.2,x,x
Senegal,2000,x,x,x,x,x,x,x,x,x,x,40.8,100,x,x
Senegal,2001,x,x,x,x,x,x,x,x,x,x,40.8,103.9,x,x
Senegal,2002,x,x,29.2,51.1,x,x,32.3,11.3,22,29,40.6,103.7,x,x
Senegal,2003,x,x,x,x,x,x,x,x,x,x,40.6,103.3,x,x
Senegal,2004,x,x,x,x,x,x,x,x,x,x,41.1,108.4,x,x
Senegal,2005,x,x,x,x,10,11.8,x,x,x,x,41.2,100.7,x,x
Senegal,2006,x,x,x,x,x,x,x,x,x,x,41.3,x,x,x
Senegal,2010,x,x,x,x,x,x,25.3,0.7,21.6,30,x,x,x,x
Senegal,2011,x,x,x,x,11.9,13.1,x,x,x,x,x,x,x,x
Serbia,2005,18,18,94.1,98.9,18.6,41.2,5.2,1,25.9,29.8,42.6,102.2,5288,x
Serbia,2007,18,18,x,x,x,x,x,x,x,x,x,x,x,x
Serbia,2010,x,x,x,x,21.5,60.8,x,x,x,x,x,x,x,x
Seychelles,1971,x,x,x,x,x,x,5.9,0.8,25.6,29.1,x,x,x,x
Seychelles,1985,x,x,x,x,x,x,x,x,x,x,x,100.5,285,x
Seychelles,1986,x,x,x,x,x,x,x,x,x,x,x,101.2,292,x
Seychelles,1987,x,x,85.5,82.9,x,x,5.8,0.7,23.8,26.4,x,101,243,x
Seychelles,1990,x,x,x,x,x,x,x,x,x,x,x,x,220,x
Seychelles,1993,x,x,x,x,x,x,x,x,x,x,x,101.3,274,x
Seychelles,1994,x,x,88.6,87,x,x,7.1,1.3,24.8,26.9,x,99.7,x,x
Seychelles,1995,x,x,x,x,x,x,x,x,x,x,x,102.7,x,x
Seychelles,1996,x,x,x,x,x,x,x,x,x,x,x,101.5,x,x
Seychelles,1997,x,x,x,x,x,x,x,x,x,x,x,101.9,x,x
Seychelles,2001,x,x,x,x,x,x,x,x,x,x,x,103.1,x,x
Seychelles,2002,x,x,92.3,91.4,x,x,6.6,1.8,25.2,27.3,x,99.4,x,x
Seychelles,2003,x,x,x,x,x,x,x,x,x,x,x,102.6,x,x
Seychelles,2004,x,x,x,x,x,x,x,x,x,x,x,102.9,x,x
Sierra Leone,1985,x,x,x,x,x,x,59.8,x,18,x,38.1,103.5,x,x
Sierra Leone,1986,x,x,x,x,x,x,x,x,x,x,38.2,x,x,x
Sierra Leone,1987,x,x,x,x,x,x,x,x,x,x,38.3,x,x,x
Sierra Leone,1988,x,x,x,x,x,x,x,x,x,x,38.2,x,x,x
Sierra Leone,1989,x,x,x,x,x,x,x,x,x,x,38.3,x,x,x
Sierra Leone,1990,x,x,x,x,x,x,x,x,x,x,38.5,103.3,x,x
Sierra Leone,1991,x,x,x,x,x,x,x,x,x,x,38.5,x,x,x
Sierra Leone,1992,x,x,x,x,2.4,2.6,46.4,4.8,19.8,27.7,38.4,x,x,x
Sierra Leone,1993,x,x,x,x,x,x,x,x,x,x,38.4,x,x,x
Sierra Leone,1994,x,x,x,x,x,x,x,x,x,x,38.5,x,x,x
Sierra Leone,1995,x,x,x,x,x,x,x,x,x,x,38.4,103.1,x,x
Sierra Leone,1996,x,x,x,x,x,x,x,x,x,x,38.5,x,x,x
Sierra Leone,1997,x,x,x,x,x,x,x,x,x,x,38.4,x,x,x
Sierra Leone,1998,x,x,x,x,x,x,x,x,x,x,38.4,x,x,x
Sierra Leone,1999,x,x,x,x,x,x,x,x,x,x,38.5,x,x,x
Sierra Leone,2000,x,x,x,x,3.9,4.3,x,x,x,x,38.6,103.1,x,x
Sierra Leone,2001,x,x,x,x,x,x,x,x,x,x,38.6,x,x,x
Sierra Leone,2002,x,x,x,x,x,x,x,x,x,x,38.7,x,x,x
Sierra Leone,2003,x,x,x,x,x,x,x,x,x,x,38.7,x,x,x
Sierra Leone,2004,x,x,24.2,46.7,x,x,37.6,6.4,20,26.9,38.5,105.7,x,x
Sierra Leone,2005,x,x,x,x,4.3,5.3,x,x,x,x,38.5,103.1,x,x
Sierra Leone,2006,x,x,x,x,x,x,x,x,x,x,38.5,x,x,x
Sierra Leone,2007,21,21,x,x,x,x,x,x,x,x,x,x,x,x
Sierra Leone,2008,x,x,x,x,6,8.2,30.9,0.9,20.5,26.2,x,x,x,x
Singapore,1970,x,x,x,x,x,x,4.8,0.5,24.2,27.8,x,x,x,x
Singapore,1973,x,x,x,x,52.8,60.1,x,x,x,x,x,x,x,x
Singapore,1977,x,x,x,x,62.8,71.3,x,x,x,x,x,x,x,x
Singapore,1980,x,x,x,x,x,x,2.3,0.4,26.2,28.4,x,x,x,x
Singapore,1982,x,x,x,x,58.8,74.2,x,x,x,x,x,x,x,x
Singapore,1985,21,21,x,x,x,x,x,x,x,x,35.1,96.3,1114,x
Singapore,1986,21,21,x,x,x,x,x,x,x,x,36,x,956,x
Singapore,1987,21,21,x,x,53,67,x,x,x,x,37,x,872,x
Singapore,1988,21,21,x,x,x,x,x,x,x,x,37.7,x,819,x
Singapore,1989,21,21,x,x,x,x,x,x,x,x,38.4,x,815,x
Singapore,1990,21,21,83,95.1,x,x,1.4,0.2,27,29.9,38.7,98.7,944,x
Singapore,1991,21,21,x,x,x,x,x,x,x,x,39,x,928,x
Singapore,1992,21,21,x,x,52,65,x,x,x,x,39.2,x,848,x
Singapore,1993,21,21,x,x,x,x,x,x,x,x,39,x,844,x
Singapore,1994,21,21,x,x,x,x,x,x,x,x,38.9,x,737,x
Singapore,1995,21,21,x,x,x,x,x,x,x,x,38.7,98.6,657,x
Singapore,1996,21,21,x,x,x,x,x,x,x,x,39.4,99.2,697,x
Singapore,1997,21,21,x,x,55,62,x,x,x,x,39.3,99.5,704,x
Singapore,1998,21,21,x,x,x,x,x,x,x,x,39.5,99.8,793,x
Singapore,1999,21,21,x,x,x,x,x,x,x,x,39.7,100,873,x
Singapore,2000,21,21,x,x,x,x,1,0.1,26.5,30,40,98.6,953,x
Singapore,2001,21,21,x,x,x,x,x,x,x,x,39,100.5,891,x
Singapore,2002,21,21,x,x,x,x,x,x,x,x,39.5,100.8,842,x
Singapore,2003,21,21,x,x,x,x,x,x,x,x,39.2,x,731,x
Singapore,2004,21,21,x,x,x,x,x,x,x,x,39.8,101.2,781,x
Singapore,2005,21,21,x,x,x,x,x,x,x,x,39.9,98.7,853,x
Singapore,2006,x,x,x,x,x,x,x,x,x,x,40.1,x,x,x
Singapore,2010,x,x,x,x,x,x,0.4,0.1,27.9,30.4,x,x,x,x
Slovakia,1980,x,x,x,x,x,x,7.2,1.2,22.2,25,x,x,x,x
Slovakia,1985,x,x,x,x,x,x,x,x,x,x,45.7,103.6,x,x
Slovakia,1986,x,x,x,x,x,x,x,x,x,x,45.8,x,x,x
Slovakia,1987,x,x,x,x,x,x,x,x,x,x,46,x,x,x
Slovakia,1988,18,18,x,x,x,x,x,x,x,x,46.1,104.2,9477,x
Slovakia,1989,18,18,x,x,x,x,x,x,x,x,46.2,104.3,9533,x
Slovakia,1990,18,18,x,x,x,x,x,x,x,x,46.3,104.5,9638,x
Slovakia,1991,18,18,x,x,41,74,6.9,1.3,22.6,25.5,46.3,104.9,11002,x
Slovakia,1992,18,18,x,x,x,x,x,x,x,x,46.2,105.1,10706,x
Slovakia,1993,18,18,x,x,x,x,x,x,x,x,46,105.2,10506,x
Slovakia,1994,18,18,x,x,x,x,x,x,x,x,44.5,105.3,8915,x
Slovakia,1995,18,18,x,x,x,x,x,x,x,x,44.7,105.3,7554,x
Slovakia,1996,x,x,x,x,x,x,x,x,x,x,45.2,x,x,x
Slovakia,1997,18,18,x,x,65.6,79.8,x,x,x,x,45.2,x,6523,x
Slovakia,1998,18,18,x,x,x,x,x,x,x,x,45,x,6044,x
Slovakia,1999,18,18,x,x,x,x,x,x,x,x,45.2,x,5665,x
Slovakia,2000,x,x,x,x,x,x,x,x,x,x,45.6,105.8,x,x
Slovakia,2001,18,18,x,x,x,x,1.8,0.4,25.4,28.3,45.5,105.9,4642,x
Slovakia,2002,18,18,x,x,x,x,x,x,x,x,45.4,106,4580,x
Slovakia,2003,x,x,x,x,x,x,x,x,x,x,45.4,106,x,x
Slovakia,2004,18,18,x,x,x,x,x,x,x,x,45.2,106,4229,x
Slovakia,2005,18,18,x,x,x,x,x,x,x,x,45.2,106.1,4115,x
Slovakia,2006,x,x,x,x,x,x,1,0.2,27.6,30.1,45.2,x,x,x
Slovakia,2010,x,x,x,x,x,x,1,0.2,29.1,31.4,x,x,x,x
Slovenia,1970,x,x,x,x,14.2,70.6,x,x,x,x,x,x,x,x
Slovenia,1985,x,x,x,x,x,x,x,x,x,x,45.9,106.7,x,x
Slovenia,1986,x,x,x,x,x,x,x,x,x,x,45.8,106.1,x,x
Slovenia,1987,18,18,x,x,x,x,x,x,x,x,45.8,106.1,2427,x
Slovenia,1988,18,18,x,x,x,x,x,x,x,x,45.7,106.1,2230,x
Slovenia,1989,18,18,x,x,x,x,x,x,x,x,45.6,106.2,1912,x
Slovenia,1990,18,18,x,x,x,x,x,x,x,x,45.5,106,1747,x
Slovenia,1991,18,18,99.5,99.6,x,x,2.1,0.5,24.8,28.5,45.6,106.1,1520,x
Slovenia,1992,18,18,x,x,x,x,x,x,x,x,45.9,106.1,1405,x
Slovenia,1993,18,18,x,x,x,x,x,x,x,x,46.4,106.2,1173,x
Slovenia,1994,18,18,x,x,x,x,x,x,x,x,45.9,106.3,1044,x
Slovenia,1995,18,18,x,x,63.2,78.9,x,x,x,x,46,105.3,975,x
Slovenia,1996,18,18,x,x,x,x,x,x,x,x,46.1,105.5,809,x
Slovenia,1997,x,x,x,x,x,x,x,x,x,x,46.5,105,x,x
Slovenia,1998,18,18,x,x,x,x,x,x,x,x,46.4,105.1,605,x
Slovenia,1999,18,18,x,x,x,x,x,x,x,x,46.2,105,549,x
Slovenia,2000,18,18,x,x,x,x,x,x,x,x,46.2,105.1,512,x
Slovenia,2001,18,18,x,x,x,x,x,x,x,x,46.1,104.6,442,x
Slovenia,2002,18,18,x,x,x,x,0.3,0,30.2,32.1,46.1,104.5,387,x
Slovenia,2003,18,18,x,x,x,x,x,x,x,x,45.9,104.3,368,x
Slovenia,2004,18,18,99.6,99.7,x,x,x,x,x,x,46.2,104.4,329,x
Slovenia,2005,18,18,x,x,x,x,x,x,x,x,46.3,105,372,x
Slovenia,2006,x,x,x,x,x,x,x,x,x,x,46.2,x,x,x
Slovenia,2011,x,x,x,x,x,x,0.5,0.1,30.7,33.2,x,x,x,x
Solomon Islands,1970,x,x,x,x,x,x,15.6,2.1,22.3,27.4,x,x,x,x
Solomon Islands,1976,x,x,x,x,x,x,26.5,4.5,21.1,25.5,x,x,x,x
Solomon Islands,1985,x,x,x,x,x,x,x,x,x,x,38.1,92.6,x,x
Solomon Islands,1986,x,x,x,x,x,x,19.1,3.1,21.2,25,38.6,92.7,x,x
Solomon Islands,1987,x,x,x,x,x,x,x,x,x,x,39,x,x,x
Solomon Islands,1988,x,x,x,x,x,x,x,x,x,x,38.5,x,x,x
Solomon Islands,1989,x,x,x,x,x,x,x,x,x,x,38.9,x,x,x
Solomon Islands,1990,x,x,x,x,x,x,x,x,x,x,39,92.9,x,x
Solomon Islands,1991,x,x,x,x,x,x,x,x,x,x,39.3,x,x,x
Solomon Islands,1992,x,x,x,x,x,x,x,x,x,x,38.9,x,x,x
Solomon Islands,1993,x,x,x,x,x,x,x,x,x,x,38.9,x,x,x
Solomon Islands,1994,x,x,x,x,x,x,x,x,x,x,39,x,x,x
Solomon Islands,1995,x,x,x,x,x,x,x,x,x,x,39,93.1,x,x
Solomon Islands,1996,x,x,x,x,x,x,x,x,x,x,38.6,x,x,x
Solomon Islands,1997,x,x,x,x,x,x,x,x,x,x,38.7,x,x,x
Solomon Islands,1998,x,x,x,x,x,x,x,x,x,x,38.7,x,x,x
Solomon Islands,1999,x,x,x,x,x,x,x,x,x,x,38.8,93.5,x,x
Solomon Islands,2000,x,x,x,x,x,x,x,x,x,x,38.8,93.2,x,x
Solomon Islands,2001,x,x,x,x,x,x,x,x,x,x,38.6,x,x,x
Solomon Islands,2002,x,x,x,x,x,x,x,x,x,x,38.6,x,x,x
Solomon Islands,2003,x,x,x,x,x,x,x,x,x,x,38.7,x,x,x
Solomon Islands,2004,x,x,x,x,x,x,x,x,x,x,38.5,x,x,x
